,ORF,CAI,dS,dN,dN/dS,dS adjusted,dN/dS adjusted,orf,fitness,fdS,fdN,fdNdS,fdSadj,fdNdSadj
YOR339C,YOR339C,0.26125,1.5338,0.128800271,0.083974619,2.06153,0.062478,YOR339C,0.892,0.4284000793906602,-2.0417583868869,-2.465402667081677,0.7239333845754602,-2.75706188980639
YOR340C,YOR340C,0.332,1.1231,0.087900076,0.078265583,1.7937400000000001,0.0490038,YOR340C,0.0,0.11698271548561422,-2.4202422815695055,-2.534951254639245,0.5848601646522744,-2.995656276441845
YOR341W,YOR341W,0.42275,1.3382,0.030200072999999997,0.022567682999999998,2.19216,0.013776400000000001,YOR341W,0.0,0.29207242075307377,-3.467334844425848,-3.7478788697935967,0.785343426190667,-4.214723965525783
YOR342C,YOR342C,0.28175,1.2534,0.176300491,0.140657803,1.82254,0.0967334,YOR342C,1.018,0.22665737061400631,-1.7299092965882685,-1.9543409677420536,0.6007796668636857,-2.325511915509743
YOR347C,YOR347C,0.28,1.482,0.074500083,0.050269962,2.0476,0.0363841,YOR347C,1.005,0.394067063155795,-2.583621523390014,-2.970650234360978,0.7171566330202972,-3.2865097986464384
YOR348C,YOR348C,0.273,2.1094,0.09250000800000001,0.043851336,2.66086,0.034763199999999994,YOR348C,1.02,0.746877502980913,-2.369793757126002,-3.1044019027381595,0.9790251265538471,-3.330835847221796
YOR349W,YOR349W,0.25775,1.5031,0.320901552,0.213493149,2.02376,0.158567,YOR349W,0.948,0.40819471267903057,-1.1335095193159002,-1.5394774805180782,0.7054511750161092,-1.835291382262948
YOR350C,YOR350C,0.2515,1.5530000000000002,0.41710094600000003,0.26857755699999997,2.06103,0.202375,YOR350C,1.005,0.4408322519454557,-0.8720323780055784,-1.3108991489580497,0.723690934470504,-1.5927037134429352
YOR351C,YOR351C,0.28600000000000003,1.4622,0.092599924,0.063329178,2.03992,0.0453939,YOR351C,1.018,0.3806258180945188,-2.368725707464732,-2.7437419715050035,0.7134006865871884,-3.0705872939095173
YOR352W,YOR352W,0.30875,1.5344,0.165400431,0.10779485800000001,2.15808,0.0766424,YOR352W,1.013,0.42879093341166097,-1.7933581604541526,-2.218291206706544,0.769682205037936,-2.5556416092580085
YOR353C,YOR353C,0.23275,1.516,0.17020040600000003,0.11226939699999999,1.98616,0.0856932,YOR353C,0.0,0.41673470036639515,-1.76492044378198,-2.1779862533468526,0.6867064837299584,-2.4453798296440907
YOR354C,YOR354C,0.2765,1.713,0.21819999199999998,0.127378863,2.27153,0.09605860000000001,YOR354C,1.0070000000000001,0.538829820175588,-1.5177707604046278,-2.0527695196574314,0.8208937483024921,-2.332440359176682
YOR355W,YOR355W,0.2865,1.4233,0.15079990699999998,0.105950893,2.00203,0.0753235,YOR355W,0.971,0.3536804649584034,-1.8851920266690165,-2.235385493792461,0.6946610341052184,-2.5727743933548384
YOR356W,YOR356W,0.287,1.5651,0.10219991,0.065299284,2.1448400000000003,0.047649199999999996,YOR356W,1.0090000000000001,0.44858845249025103,-2.2710872980280783,-2.713576181245316,0.7635310841130354,-3.023119914472994
YOR357C,YOR357C,0.2585,0.9773,0.028299947000000002,0.028957277000000003,1.49947,0.0188733,YOR357C,1.0090000000000001,-0.021938907518753964,-3.5301695718344717,-3.5079830123141362,0.4057783923628605,-3.918378156691228
YOR358W,YOR358W,0.22399999999999998,1.4717,0.144400088,0.098117883,1.92418,0.075045,YOR358W,1.004,0.38709745074997937,-1.928266108655941,-2.311445399839294,0.6550194698617944,-2.576430008657805
YOR359W,YOR359W,0.262,1.1721,0.133800013,0.11415409300000001,1.70134,0.0786439,YOR359W,0.961,0.15964981752953744,-2.003962984064766,-2.1614841084057685,0.5320037751831889,-2.5301898306185007
YOR360C,YOR360C,0.3085,1.1425,0.129000027,0.112910308,1.76567,0.07306010000000002,YOR360C,1.034,0.13409373448069875,-2.0402206208342686,-2.1723439121849366,0.5690964186806393,-2.602878353241033
YOR361C,YOR361C,0.49075,1.3779,0.054100191,0.039262785,2.36922,0.022834599999999997,YOR361C,0.0,0.3212860798655583,-2.898602096404594,-3.2123276858028373,0.8629827778430994,-3.736616972509382
YOR362C,YOR362C,0.32299999999999995,1.459,0.06610010000000001,0.045305072,2.1114599999999997,0.031305400000000004,YOR362C,0.0,0.37843643572024505,-2.7015697446926454,-3.072503777453436,0.7478531451586814,-3.4325208800644513
YOR363C,YOR363C,0.27575,1.6447,0.13320031699999998,0.080987607,2.20172,0.060498300000000005,YOR363C,1.0170000000000001,0.49816582561920003,-2.0084216923012947,-2.501187177286141,0.7896929603324959,-2.7887457468281425
YOR365C,YOR365C,0.265,1.6202,0.21379995,0.131958986,2.1555,0.09918810000000002,YOR365C,1.0170000000000001,0.4831666157720164,-1.5380481491221287,-2.0177145742578704,0.7684865371057608,-2.3007058598592436
YOR367W,YOR367W,0.284,1.7676,0.12400004199999999,0.070151642,2.34128,0.0529625,YOR367W,1.014,0.5701882731594976,-2.0794412056798928,-2.642941876708352,0.8511248139643824,-2.919465918100541
YOR368W,YOR368W,0.251,2.0375,0.137900007,0.067680985,2.54452,0.054194900000000004,YOR368W,1.0070000000000001,0.712214243277171,-1.9740009788258719,-2.678282901180342,0.934334951331941,-2.8968847212717748
YOR369C,YOR369C,0.85325,0.3758,0.0,0.0,2.09937,0.0,YOR369C,0.983,-0.976040736279929,-6.907755278982137,-6.907755278982137,0.7421135196858487,-6.907755278982137
YOR370C,YOR370C,0.2915,1.6455,0.032099948999999996,0.019507717,2.23433,0.0143667,YOR370C,0.0,0.49865182283428183,-3.4082235373858056,-3.8869540246487775,0.8043888681729064,-4.175552448452599
YOR371C,YOR371C,0.2685,1.6918,0.189399974,0.11195175199999999,2.23417,0.0847742,YOR371C,1.0170000000000001,0.5263839626818431,-1.6586282931795033,-2.180794524900243,0.8043172878127374,-2.4560370170080197
YOR372C,YOR372C,0.22075,1.5882,0.14670032800000002,0.09236892599999999,2.03412,0.0721198,YOR372C,0.0,0.4632307449583068,-1.9125698687295976,-2.3711966871764276,0.7105547852149787,-2.6156560870697425
YOR373W,YOR373W,0.267,1.706,0.20449995399999998,0.119871016,2.24534,0.09107749999999999,YOR373W,0.0,0.5347374438123035,-1.5823094688901551,-2.11303128542094,0.8093022250909431,-2.3851246652411695
YOR374W,YOR374W,0.4105,1.2282,0.033999935,0.027682735,2.05741,0.016525599999999998,YOR374W,1.016,0.20636355127419242,-3.352409074637305,-3.551459905175407,0.7219338401158429,-4.044092609842984
YOR375C,YOR375C,0.67125,0.79,0.039700134,0.050253334000000004,2.14593,0.0185002,YOR375C,1.015,-0.23445731121448313,-3.201523894155715,-2.9709746094209804,0.7640389147321577,-3.937330557054776
YOR377W,YOR377W,0.2855,1.5761,0.166700044,0.10576742800000001,2.1528099999999997,0.0774337,YOR377W,1.006,0.45558771751137495,-1.7855783477797227,-2.2371023802456973,0.7672383668584996,-2.5455015970447294
YOR378W,YOR378W,0.24,1.4286,0.105299951,0.073708491,1.9134,0.05503290000000001,YOR378W,1.0070000000000001,0.35739468486308124,-2.2414904545938894,-2.594161525297729,0.6494042576120265,-2.8818162607575495
YPL002C,YPL002C,0.28375,1.5785,0.059300085999999995,0.037567365,2.15168,0.0275599,YPL002C,0.963,0.45710834126000277,-2.808421749047693,-3.2553488264408235,0.7667135775168623,-3.5557516429174436
YPL004C,YPL004C,0.41875,1.4554,0.062100040999999995,0.04266871,2.3012799999999998,0.026985000000000002,YPL004C,1.0170000000000001,0.3759676373191413,-2.7630338596728987,-3.1311234516507653,0.8338999362652468,-3.576086626638814
YPL010W,YPL010W,0.32675,1.0645,0.040500132,0.038046155,1.7245400000000002,0.023484599999999998,YPL010W,0.0,0.06344417255653467,-3.1820586710276513,-3.2430108710526144,0.5455400449736977,-3.70971093049387
YPL011C,YPL011C,0.2505,1.548,0.133499969,0.08624029,2.05401,0.06499479999999999,YPL011C,0.0,0.4376095614347315,-2.0061913104235414,-2.4390890134910057,0.7202807141164067,-2.7181793279384276
YPL014W,YPL014W,0.251,1.535,0.172599903,0.11244293300000001,2.04202,0.0845241,YPL014W,1.013,0.4291816347254803,-1.7510020355118037,-2.176455361454982,0.7144291053127758,-2.4589570714126574
YPL015C,YPL015C,0.266,1.3103,0.24519949800000002,0.18713233399999998,1.84762,0.132711,YPL015C,1.01,0.2710190115552414,-1.4016131042265514,-1.6706096595212734,0.614439414788176,-2.0120745245113434
YPL021W,YPL021W,0.22325,1.8602,0.370101519,0.198957918,2.31117,0.160136,YPL021W,1.016,0.6212214409883564,-0.991279617687638,-1.60964834457339,0.8381864775187411,-1.8255065500763483
YPL023C,YPL023C,0.27399999999999997,1.4183,0.05329997400000001,0.037580182999999996,1.9717799999999999,0.0270314,YPL023C,1.005,0.3501637923230749,-2.9132315308637247,-3.2550165281254464,0.6794437155014527,-3.5744299685668164
YPL026C,YPL026C,0.3015,1.3991,0.07239991400000001,0.051747491,2.00813,0.0360534,YPL026C,1.005,0.3365436626417425,-2.6118325150244788,-2.942239071738206,0.6977017925496259,-3.295395163569214
YPL027W,YPL027W,0.252,1.6401,0.369699361,0.225412695,2.14914,0.172022,YPL027W,1.006,0.495366748703445,-0.9923638925927846,-1.4853958609036044,0.7655329562986684,-1.7543365249394178
YPL028W,YPL028W,0.49925,1.0706,0.033200157,0.031010793999999998,2.0790900000000003,0.0159686,YPL028W,0.0,0.06915285868831651,-3.3755250442808395,-3.441682120559482,0.7324111620079098,-4.076390701666004
YPL034W,YPL034W,0.26475,1.6179,0.269001392,0.166265772,2.1527,0.12495999999999999,YPL034W,1.008,0.48174690626532296,-1.3093281644414965,-1.788171282476749,0.7671872932684098,-2.0717908827493132
YPL038W,YPL038W,0.20575,1.3573,0.187700813,0.13828985,1.77292,0.105871,YPL038W,1.0170000000000001,0.3062339178463079,-1.6675925181908406,-1.9711982651727187,0.5731917870419044,-2.2361327793262014
YPL039W,YPL039W,0.21625,1.5453,0.25469974100000004,0.164822197,1.98213,0.128498,YPL039W,1.008,0.4358649804992476,-1.363751409591258,-1.7968391670753587,0.6846764046253875,-2.044089841977249
YPL040C,YPL040C,0.26675,1.5169,0.191600518,0.12631058,2.05574,0.0932027,YPL040C,0.757,0.4173278006506763,-1.6471370901097868,-2.061125666110305,0.7211222050154573,-2.362306435390197
YPL041C,YPL041C,0.22425,1.3627,0.266100264,0.195274282,1.8156900000000002,0.146556,YPL041C,0.991,0.3102015938816511,-1.3201311704728504,-1.6282422000372307,0.5970161639612565,-1.9135475142383207
YPL043W,YPL043W,0.36075,1.661,0.117200233,0.070560044,2.38972,0.0490435,YPL043W,0.0,0.5080216964332565,-2.1353752027768875,-2.637218405473166,0.8715945758052993,-2.9948626517846333
YPL046C,YPL046C,0.2295,1.2147,0.157200054,0.129414715,1.67829,0.0936668,YPL046C,1.002,0.19532004257961103,-1.843894882308566,-2.0370357907640884,0.5183710850389499,-2.3573919210393286
YPL047W,YPL047W,0.2585,1.0916,0.043600031,0.039941399,1.6137700000000001,0.0270175,YPL047W,0.9590000000000001,0.08856017697948003,-3.110020724889096,-3.1956135273738773,0.47919253167197956,-3.574925964038091
YPL048W,YPL048W,0.47475,1.829,0.162100175,0.088627761,2.7880000000000003,0.058142099999999995,YPL048W,1.014,0.6043159668533294,-1.8133906963943711,-2.4120901744001713,1.025683108645352,-2.8278122562264487
YPL049C,YPL049C,0.207,1.749,0.310399462,0.177472534,2.1671400000000003,0.14323,YPL049C,0.9990000000000001,0.5596157879354227,-1.16667874726517,-1.7233205607502824,0.7738696571382391,-1.9363460313867182
YPL050C,YPL050C,0.36200000000000004,1.3326,0.060399929000000005,0.045324875,2.0638400000000003,0.0292658,YPL050C,0.9159999999999999,0.2878820524544471,-2.7903466001815005,-3.0720762051413915,0.7250527415709297,-3.497736916814204
YPL052W,YPL052W,0.32299999999999995,1.9279,0.216499945,0.11229832699999999,2.5803599999999998,0.08390299999999999,YPL052W,1.004,0.6569498922480573,-1.5255566813269934,-2.1777308771648753,0.9483163918313184,-2.4662458506000804
YPL054W,YPL054W,0.285,1.8785,0.21790007399999997,0.115996845,2.4542,0.08878660000000001,YPL054W,1.01,0.6310057840220956,-1.519139936399471,-2.145608310359931,0.8982082243233894,-2.410319535298446
YPL060W,YPL060W,0.23875,1.9489,0.103300109,0.053004315,2.43118,0.0424897,YPL060W,1.006,0.6677780892094041,-2.260482871913636,-2.918691328202882,0.8887879745229766,-3.135231150533885
YPL061W,YPL061W,0.63175,1.0015,0.022900076000000002,0.022865777,2.2776400000000003,0.010054299999999999,YPL061W,0.965,0.002496880198587146,-3.73387364013341,-3.735309770914747,0.8235787737666108,-4.504935786442321
YPL064C,YPL064C,0.26275,1.7065,0.407700364,0.238910263,2.23726,0.182232,YPL064C,1.01,0.535030312462808,-0.894772997783479,-1.4274903297264045,0.8056987782983123,-1.6970021695064872
YPL065W,YPL065W,0.315,1.6804,0.105699901,0.062901631,2.3167,0.0456252,YPL065W,0.965,0.5196267797190592,-2.2377350485099115,-2.7504103936677353,0.8405753146263768,-3.0656141114831215
YPL066W,YPL066W,0.26225,1.739,0.189600345,0.109028376,2.26875,0.08357039999999999,YPL066W,1.0090000000000001,0.5538851132264376,-1.6575764776902213,-2.2070169828202553,0.8196696932697294,-2.4701709553895665
YPL067C,YPL067C,0.24875,1.6996,0.294801258,0.173453317,2.20208,0.133874,YPL067C,1.013,0.530981129969555,-1.2180674758409178,-1.7460980974859799,0.7898563812779775,-2.0034142697037987
YPL068C,YPL068C,0.2405,1.8854,0.40790028700000003,0.21634681600000003,2.37121,0.172022,YPL068C,0.9420000000000001,0.6346702508009694,-0.8942839497286856,-1.526260970837981,0.863822010100317,-1.7543365249394178
YPL069C,YPL069C,0.297,1.1323,0.114400074,0.101033361,1.7322400000000002,0.0660417,YPL069C,0.903,0.12513373075676568,-2.1593502836605096,-2.2824554505456986,0.5499924893156697,-2.7024404651345915
YPL070W,YPL070W,0.26975,1.6368,0.120700371,0.073741673,2.1817,0.055324,YPL070W,1.0070000000000001,0.4933538778539508,-2.1061932305134334,-2.5937174709098696,0.7805626425628949,-2.8766345469270718
YPL071C,YPL071C,0.2865,1.2326,0.268399257,0.217750492,1.8113299999999999,0.148178,YPL071C,1.012,0.20993672382692782,-1.3115607729903744,-1.5198235046040856,0.5946133102443962,-1.9026150551678611
YPL072W,YPL072W,0.257,1.6178,0.40269993200000004,0.24891824199999998,2.13694,0.188447,YPL072W,1.015,0.4816851340195733,-0.9070834195651684,-1.3866214466065168,0.7598427485982117,-1.6636459769556546
YPL074W,YPL074W,0.23575,1.9968,0.22800057399999998,0.11418298,2.47302,0.0921952,YPL074W,1.004,0.6920465751159122,-1.4740307688808205,-2.161233284690982,0.9058443580119936,-2.3730590607627953
YPL076W,YPL076W,0.298,1.1713,0.11139991699999999,0.09510792900000001,1.7732599999999998,0.0628221,YPL076W,0.0,0.15896763109564546,-2.185692079956983,-2.3422834586051016,0.5733834345913751,-2.7516557536279582
YPL077C,YPL077C,0.2205,1.6502,0.097600102,0.059144407999999996,2.0956099999999998,0.0465736,YPL077C,1.001,0.5015022963051065,-2.316682982891324,-2.81100680846425,0.7403217546519756,-3.0454772934530916
YPL078C,YPL078C,0.38975,1.1337,0.078700296,0.069418979,1.921,0.0409684,YPL078C,0.845,0.12636829881480652,-2.529481979265637,-2.653292464082292,0.6533663105481007,-3.170838324831747
YPL083C,YPL083C,0.2485,1.7575,0.327399462,0.186287034,2.25947,0.144901,YPL083C,0.0,0.5644611729319,-1.1135245396512472,-1.6751128977692102,0.8155727562643241,-1.9248269694672901
YPL087W,YPL087W,0.35175,1.4454,0.132900334,0.09194709699999999,2.15594,0.0616438,YPL087W,1.005,0.36907771065577494,-2.010659531889316,-2.375724797147486,0.7686905506084529,-2.770290565027194
YPL091W,YPL091W,0.37625,1.4107,0.054800079,0.038846019,2.17073,0.025245,YPL091W,1.005,0.34479465190801684,-2.8859799938252646,-3.222732778359801,0.7755240849523708,-3.640279784277874
YPL092W,YPL092W,0.267,1.5542,0.17170000800000002,0.11047484800000001,2.09354,0.0820142,YPL092W,1.013,0.4416041547240375,-1.7561992475064014,-2.193956292003951,0.7393339588592623,-2.488743601481446
YPL093W,YPL093W,0.4905,0.998,0.022600041,0.022645332,1.9888099999999997,0.011363600000000001,YPL093W,0.0,-0.0010005003335835344,-3.746506829663946,-3.7445895619614,0.6880391567912103,-4.392998607225251
YPL094C,YPL094C,0.3175,1.1214,0.12189998,0.10870338800000001,1.76275,0.0691533,YPL094C,0.0,0.11546924980611399,-2.096384425144091,-2.209975027948143,0.5674422241848867,-2.6570724314873657
YPL096W,YPL096W,0.27375,1.6275,0.19280044,0.11846417199999999,2.1804799999999998,0.0884211,YPL096W,1.012,0.48765934573415104,-1.6409263091462116,-2.1247387684639256,0.7800035455358335,-2.414398606753419
YPL098C,YPL098C,0.26975,1.1444,0.076200269,0.066585345,1.6893,0.0451076,YPL098C,0.99,0.13575392097761985,-2.5613523375015186,-2.694364109376383,0.524906027973995,-3.076777483565117
YPL099C,YPL099C,0.281,1.8293,0.380700407,0.208112615,2.39692,0.158829,YPL099C,1.015,0.6044798878437793,-0.9631192529491007,-1.5648823443816768,0.874601694914549,-1.833650785268836
YPL103C,YPL103C,0.2645,1.5933,0.124599968,0.07820245299999999,2.12759,0.0585639,YPL103C,1.0190000000000001,0.4664347684311825,-2.0746532797251414,-2.535748008419164,0.7554597886902538,-2.820705593122017
YPL104W,YPL104W,0.27125,1.5897,0.166000437,0.104422493,2.13763,0.0776563,YPL104W,0.8809999999999999,0.4641741709221776,-1.7897588498023387,-2.2497792595706056,0.7601654371107287,-2.542667550969356
YPL105C,YPL105C,0.30125,1.9159,0.340500167,0.177723351,2.5244299999999997,0.134882,YPL105C,1.004,0.6507092978619775,-1.074407110952378,-1.7219161938370255,0.9264113452581328,-1.9959684169284846
YPL106C,YPL106C,0.62825,0.9252,0.044500015,0.048097725,2.19427,0.0202801,YPL106C,0.821,-0.07666508493548543,-3.090042623354957,-3.0139425792673356,0.7863050457961274,-3.8499829152716147
YPL107W,YPL107W,0.28125,1.4067,0.171500359,0.121916798,1.9748299999999999,0.0868431,YPL107W,1.013,0.34195716685178257,-1.757355961353468,-2.0962475915222116,0.6809885632360138,-2.4322030104046646
YPL108W,YPL108W,0.2415,1.5281,0.207600471,0.135855292,2.01593,0.10298,YPL108W,1.0170000000000001,0.4246793270319686,-1.5673344785081387,-1.9888311741663909,0.7015765533624052,-2.2635567060265673
YPL109C,YPL109C,0.28800000000000003,1.551,0.09310009300000001,0.06002585,2.1327599999999998,0.0436524,YPL109C,1.013,0.43954442176102687,-2.3633962440809833,-2.796457734082378,0.7578856817001826,-3.1088472217044076
YPL115C,YPL115C,0.26225,1.6551,0.18340046,0.110809293,2.18485,0.0839419,YPL115C,1.01,0.5044654406133081,-1.6906454732857485,-2.190960600069755,0.7820047689187468,-2.4657877856163193
YPL119C,YPL119C,0.27075,1.7942,0.111400322,0.062089133,2.34112,0.0475842,YPL119C,1.0,0.5851164363462401,-2.1856884767579667,-2.7632067429667884,0.8510565021207901,-3.0244569038137454
YPL121C,YPL121C,0.28800000000000003,1.9942,0.228000023,0.114331573,2.57596,0.0885107,YPL121C,1.01,0.6907442959436348,-1.4740331749912212,-2.1599440557147838,0.946610409625043,-2.4133971077746006
YPL122C,YPL122C,0.3305,1.4240000000000002,0.031299898,0.021980265,2.0916099999999997,0.0149645,YPL122C,0.0,0.3541718137206139,-3.4326912066532493,-3.773119474861264,0.7384120906975375,-4.137387771815066
YPL123C,YPL123C,0.28025,1.8753,0.15030028,0.08014732599999999,2.44141,0.061562900000000004,YPL123C,1.008,0.6293017525111918,-1.8884888075616475,-2.511488936889151,0.8929852567635916,-2.771582828320743
YPL124W,YPL124W,0.221,1.7790000000000001,0.198000068,0.111298521,2.22542,0.08897200000000001,YPL124W,0.0,0.5766133643039938,-1.6144501125491604,-2.1865945874046084,0.800394914300946,-2.4082567681680844
YPL126W,YPL126W,0.33,1.516,0.106699893,0.070382515,2.1826,0.048886599999999995,YPL126W,0.0,0.41673470036639515,-2.228406688320752,-2.6397023275817317,0.7809748909254653,-2.998002849361349
YPL127C,YPL127C,0.295,1.4892,0.150500016,0.10106098300000001,2.0851,0.0721788,YPL127C,1.005,0.3989103391374901,-1.8871695484221578,-2.2821847718034336,0.7352962940681036,-2.6148495174484534
YPL131W,YPL131W,0.8220000000000001,0.2986,0.013699998,0.045880769,1.9590400000000001,0.00699322,YPL131W,0.0,-1.2053070273390727,-4.2199079212518775,-3.0601477302642994,0.6729648811974475,-4.829161596633463
YPL132W,YPL132W,0.2595,1.59,0.145100031,0.091257881,2.1141900000000002,0.06863150000000001,YPL132W,0.986,0.4643627493556498,-1.9234637480420698,-2.3831675688162024,0.7491446429787294,-2.6645382278211125
YPL133C,YPL133C,0.24,1.7294,0.177600096,0.102694632,2.2142,0.0802096,YPL133C,1.011,0.5483525956567119,-1.722606073025885,-2.2663049297923763,0.795342692874615,-2.510721812201733
YPL134C,YPL134C,0.263,1.3387,0.06680002,0.049899171,1.8699599999999998,0.035722699999999996,YPL134C,1.0090000000000001,0.292445708300803,-2.69119278905058,-2.977908642395227,0.6264516681216772,-3.3043601865212375
